payment_method_id,payment_method_name,credit_card,user_id
161,PayPal,4970414253543000,9006
162,PayPal,4166648002455540,4442
163,Credit Card,4867916119163880,3167
164,Credit Card,4602967631940690,6947
165,PayPal,4070013443532330,2868
166,Venmo,4020354497521990,445
167,Debit Card,4956827789235200,175
168,Credit Card,4535827255755000,5561
169,Debit Card,4254484593194070,8038
170,PayPal,4856824971139490,1836
171,PayPal,4308935062027060,8629
172,PayPal,4389564564568940,1886
173,PayPal,4028261390874690,9095
174,Debit Card,4324227348046120,1929
175,Credit Card,4293671606516820,947
176,PayPal,4747091829530000,6116
177,Debit Card,4900396280332090,7086
178,PayPal,4409124162523030,6924
179,Debit Card,4178157404589100,298
180,Debit Card,4523814032719410,9911
181,Venmo,4267926068997610,7251
182,Credit Card,4043141054228250,4628
183,Debit Card,4836574786061780,4596
184,Debit Card,4891553015823450,4798
185,PayPal,4611147107376650,5993
186,Venmo,4948921000718350,7880
187,Venmo,4155319060989710,6848
188,Debit Card,4442931969010990,3802
189,Credit Card,4515845399308630,3637
190,Debit Card,4320731228489070,4248
191,Credit Card,4788129770640790,6984
192,Venmo,4053404095186980,1171
193,Credit Card,4917409389240560,7692
194,Venmo,4822785865384550,6807
195,Credit Card,4623415283478340,6739
196,Venmo,4738929912442670,7837
197,PayPal,4747886509518490,8555
198,Debit Card,4432292296814750,5623
199,Credit Card,4440241885247040,9664
200,Venmo,4304377026491760,9624
201,Debit Card,4859426950615680,5911
202,Credit Card,4854424520408610,5957
203,Credit Card,4749966074947530,2953
204,PayPal,4731037936149230,1081
205,Debit Card,4696190851500230,9433
206,PayPal,4592872364804410,7103
207,Venmo,4747246583780960,6384
208,PayPal,4061230223665000,336
209,Venmo,4691678643031200,1813
210,Venmo,4272310383967740,5337
211,PayPal,4627180577743480,6398
212,Credit Card,4003764975504100,9359
213,Venmo,4779575976856410,5642
214,Debit Card,4478075810432600,5466
215,Venmo,4264566228822060,91
216,Debit Card,4606139097032240,9645
217,Debit Card,4723588767696470,8208
218,PayPal,4203540135900320,8110
219,PayPal,4396801612909420,4750
220,Debit Card,4117627323270990,5477
221,Credit Card,4195375301743580,9884
222,Debit Card,4977104460566960,4059
223,Venmo,4003687759319780,3422
224,PayPal,4602020574864790,5640
225,Credit Card,4659566482597930,2467
226,Venmo,4878443461683680,2759
227,Credit Card,4535411637149320,5986
228,PayPal,4949577045708220,9765
229,PayPal,4160997181326780,3543
230,Venmo,4947568942163270,9344
231,Debit Card,4004242262033920,8212
232,Credit Card,4684823077776600,7297
233,PayPal,4051654830632470,1779
234,PayPal,4940478600309190,3451
235,PayPal,4725981433228530,8360
236,PayPal,4370161272591890,5513
237,Credit Card,4543484394445360,5877
238,PayPal,4991601221640150,3563
239,Debit Card,4673968002722410,2016
240,Debit Card,4464813020008840,7978
241,Debit Card,4728071027662570,6873
242,Debit Card,4505944830629170,2548
243,Debit Card,4991442674438970,1091
244,PayPal,4214443764884320,6358
245,Debit Card,4365355425918120,9430
246,Debit Card,4522799647684260,3708
247,PayPal,4197337910555140,2142
248,Credit Card,4518889094179540,6609
249,Credit Card,4310918967650640,2842
250,Debit Card,4868042900364390,1709
251,Venmo,4016065671394910,2515
252,Debit Card,4753719854575240,5216
253,Debit Card,4925008699222830,6555
254,Venmo,4643537861165510,9494
255,PayPal,4563632915289430,232
256,Credit Card,4205955778615190,2374
257,Credit Card,4186355516702370,8210
258,Debit Card,4989815061337810,529
259,Credit Card,4830423538644580,4949
260,Credit Card,4125056078465730,6806
261,Debit Card,4519971020318720,4423
262,PayPal,4602168581939290,5523
263,Credit Card,4015242227543460,2868
264,PayPal,4387387033268890,1220
265,Credit Card,4540491605330810,5852
266,PayPal,4180495692771720,4164
267,Venmo,4285724111715370,8050
268,PayPal,4425685905895830,8353
269,Venmo,4011271616314680,8405
270,Venmo,4849653837380950,5351
271,PayPal,4966972088363060,6228
272,PayPal,4384611645693590,5011
273,PayPal,4324309280989150,1937
274,Credit Card,4599803662123690,3879
275,Debit Card,4993290650912000,4901
276,PayPal,4429292502206660,5523
277,Debit Card,4717222798783740,6210
278,Venmo,4965152530670780,7636
279,PayPal,4697143981560690,5300
280,PayPal,4755851394241020,6656
281,Debit Card,4260876363482930,1480
282,Credit Card,4484708098202730,6969
283,Venmo,4654972848750190,7593
284,PayPal,4131210084400020,3182
285,Credit Card,4374888672679820,7659
286,Credit Card,4970096906224210,7071
287,Credit Card,4361263559350390,647
288,Credit Card,4724043333492310,7005
289,Venmo,4258139574737290,1685
290,Credit Card,4243198286456570,5007
291,Venmo,4960269169894520,1562
292,Credit Card,4579574907643630,3034
293,Debit Card,4157523032415560,7483
294,Debit Card,4800288966747590,5295
295,Credit Card,4129041818650080,8256
296,Venmo,4337977287134630,1867
297,Credit Card,4840577554561920,6667
298,Debit Card,4809589472930270,1843
299,PayPal,4475942003230070,439
300,Debit Card,4699457237919670,2706
301,Debit Card,4986257888409220,1023
302,Debit Card,4955548257753320,9480
303,Debit Card,4495549368793050,451
304,Venmo,4698680114060300,9945
305,Credit Card,4462995013868950,9722
306,Debit Card,4905895338941240,5323
307,Debit Card,4203906498474430,5665
308,PayPal,4067005505926730,3368
309,Credit Card,4624323519790480,5210
310,Debit Card,4596441992058330,8786
311,Credit Card,4067285454679700,8399
312,PayPal,4833077631736860,5018
313,Credit Card,4819739206018270,1749
314,Venmo,4103798746706160,9157
315,Credit Card,4733174872433300,7633
316,Venmo,4840633960279950,5435
317,PayPal,4292081667935990,9725
318,Debit Card,4607629116363930,1379
319,Debit Card,4373942538858630,9206
320,PayPal,4046965755174050,8193
321,PayPal,4512620064603330,6983
322,Debit Card,4831751808537660,3887
323,Debit Card,4161636885943230,7619
324,Debit Card,4306285007669000,4445
325,Venmo,4791152922987110,5706
326,Credit Card,4397349344595490,7212
327,Credit Card,4506648173623420,3115
328,Venmo,4839321847294740,8539
329,PayPal,4690815180901170,9647
330,Venmo,4721736708482930,8401
331,Venmo,4213458194647970,2244
332,Venmo,4743797476062160,1660
333,PayPal,4375919582744510,1883
334,PayPal,4452588409922460,4260
335,Debit Card,4633465063471580,8810
336,Credit Card,4709987697475080,2935
337,PayPal,4526040872442230,7677
338,Venmo,4940218276867880,5938
339,Credit Card,4227877475817870,4752
340,Debit Card,4571412159979530,6479
341,Venmo,4860685371367950,544
342,Debit Card,4919450910314390,8403
343,Venmo,4692930609427790,7339
344,PayPal,4442755429534420,8435
345,Credit Card,4636270627682370,2135
346,Credit Card,4397819828575550,1028
347,PayPal,4945183788489660,9828
348,Debit Card,4975445682758100,228
349,Venmo,4700772812988440,8189
350,Credit Card,4728271828190360,9659
351,Venmo,4816417453976220,7663
352,PayPal,4695887331257100,2993
353,Credit Card,4821282230386640,3459
354,Venmo,4982253272972990,6312
355,Venmo,4265655434214360,1249
356,Debit Card,4482164325404130,3385
357,Debit Card,4035840355466140,8274
358,PayPal,4032998225677090,9954
359,Debit Card,4280095789112800,9328
360,PayPal,4982101137695030,2848
361,Venmo,4723314587937230,8170
362,Debit Card,4209035043568160,689
363,PayPal,4407241336106520,4093
364,Debit Card,4178888506778360,833
365,Debit Card,4933699450805330,5919
366,PayPal,4984372009768820,133
367,PayPal,4037279266636990,289
368,Debit Card,4370051812486920,7399
369,Venmo,4276115917351970,2174
370,Venmo,4934518758453400,2737
371,Venmo,4137766479153940,5790
372,Credit Card,4541359661567190,2192
373,PayPal,4322913784317410,6965
374,Venmo,4106445395564110,6400
375,PayPal,4131935295545900,372
376,Venmo,4489341202980900,4887
377,Credit Card,4055663977949990,9298
378,Credit Card,4025776092562060,5844
379,Credit Card,4007442422030530,2757
380,Venmo,4074400506259010,6808
381,Credit Card,4352461268825060,6261
382,Venmo,4795960028927540,8883
383,Credit Card,4544141051560260,3396
384,Credit Card,4671086829463450,4714
385,Venmo,4895840250320010,6173
386,Credit Card,4131857033564950,4013
387,Credit Card,4757464415920890,1882
388,Credit Card,4222900089401440,5470
389,Debit Card,4166740362699410,2571
390,Debit Card,4714121195586310,7527
391,Credit Card,4268266840461580,3458
392,PayPal,4306080849004990,4702
393,Debit Card,4382338713274990,7129
394,Credit Card,4950960816168750,9761
395,Venmo,4330475924532420,8606
396,PayPal,4260154668512990,3426
397,Debit Card,4334201827212010,9966
398,Credit Card,4090298234471510,2998
399,Debit Card,4674667432465140,3387
400,Debit Card,4752570834204780,4125
401,PayPal,4088090857678100,5197
402,Debit Card,4638048699192530,8079
403,Debit Card,4158682296870290,5882
404,Venmo,4110595936584590,1761
405,Credit Card,4417887206322060,8112
406,Credit Card,4207182500357690,2808
407,Debit Card,4455663076363300,5878
408,Venmo,4375693086970590,5831
409,Credit Card,4663488117815210,7883
410,Venmo,4247429917437200,2892
411,Debit Card,4655394528512310,736
412,PayPal,4313937558588090,6714
413,PayPal,4426155464755770,6310
414,Credit Card,4586934120270780,5338
415,Debit Card,4706591473765310,313
416,Venmo,4550590388385940,3278
417,Venmo,4144682725899480,8829
418,Credit Card,4354852024878420,4955
419,Debit Card,4085784453176930,7723
420,Venmo,4587771563279050,9013
421,PayPal,4131878642814900,8682
422,Debit Card,4647848791859900,6976
423,Venmo,4942711505746830,778
424,PayPal,4711244703634860,792
425,Debit Card,4093248639769550,9001
426,PayPal,4253626864340050,2641
427,Venmo,4242632605795200,1003
428,PayPal,4695645573062530,7768
429,PayPal,4498388045728160,392
430,PayPal,4851075681938880,46
431,Credit Card,4102740476523050,3275
432,Venmo,4777056854795530,7886
433,Venmo,4430483452509780,3528
434,Debit Card,4369323477036170,9569
435,Venmo,4602850031824880,9327
436,Debit Card,4577652335252950,6034
437,Debit Card,4700452354973450,7269
438,Debit Card,4606918112977300,1733
439,Venmo,4839805808019670,2656
440,PayPal,4539203613417630,940
441,Debit Card,4079632717986880,2838
442,Venmo,4787559075380180,5502
443,PayPal,4890555231863260,660
444,Debit Card,4950562634354160,7578
445,Debit Card,4478568456678270,3735
446,Venmo,4460247805174150,6699
447,Credit Card,4650592629580640,2264
448,PayPal,4838804277848830,8083
449,PayPal,4779317876702920,9214
450,Debit Card,4039419519108830,9474
451,Debit Card,4222487613154550,5722
452,PayPal,4834532892228620,6942
453,Debit Card,4814846739604990,6400
454,Venmo,4324564190530570,8584
455,PayPal,4643468293544320,1806
456,Credit Card,4618927284082710,5579
457,Credit Card,4681448984991270,2410
458,Debit Card,4539040351064410,6592
459,Credit Card,4261538525289600,2192
460,Credit Card,4713418915761480,7365
461,Venmo,4168771739784510,3223
462,Credit Card,4784230095546070,8084
463,Debit Card,4996365313081400,1456
464,Venmo,4182468535113980,6547
465,Debit Card,4596903752330180,444
466,Debit Card,4317879720924340,2440
467,Debit Card,4054181259144510,3843
468,PayPal,4285726540094970,3630
469,PayPal,4761119534127620,610
470,PayPal,4734414765062170,7812
471,Debit Card,4405203730674140,2704
472,PayPal,4237932586169170,5335
473,Debit Card,4002253650216300,4227
474,PayPal,4950214543793910,1561
475,Debit Card,4477581242818030,1349
476,Credit Card,4013231021919440,9419
477,Credit Card,4644313229464460,3345
478,Venmo,4878275829351750,6615
479,Credit Card,4073634421080910,8946
480,Debit Card,4565147767301630,3367
481,Credit Card,4170818902846900,7139
482,Venmo,4814390976082420,8929
483,Debit Card,4472167627349680,4043
484,PayPal,4924295968149620,1233
485,Debit Card,4547497584262730,4722
486,Debit Card,4850911194428700,8579
487,Credit Card,4044884314814110,1340
488,Debit Card,4382946805402080,4781
489,PayPal,4041333160305760,3188
490,PayPal,4084360548127690,5884
491,Venmo,4485447592836230,4368
492,Debit Card,4378923274492760,3452
493,Credit Card,4734614102024390,6770
494,Venmo,4989612211806830,4374
495,Credit Card,4926485008722180,7924
496,Venmo,4750843960058300,2681
497,PayPal,4687499418632380,9899
498,Credit Card,4096033177550320,4456
499,Credit Card,4802844470870810,9285
500,Venmo,4752565269018930,1609
501,PayPal,4363757998690220,2956
502,Venmo,4019949383354270,5167
503,Venmo,4308665906166250,6501
504,PayPal,4586739914940360,9325
505,PayPal,4501718173734030,4546
506,Debit Card,4982978380451060,6537
507,PayPal,4691341259791440,5396
508,PayPal,4245730334074890,3448
509,Debit Card,4086098017973340,8236
510,Venmo,4177221860614630,1789
511,Debit Card,4427193152216270,4310
512,Credit Card,4132685908531400,6064
513,Credit Card,4456269291563910,4875
514,Credit Card,4726005867179520,6834
515,Credit Card,4531710308288400,7039
516,Venmo,4276413134596120,9825
517,Debit Card,4872640564006310,3854
518,PayPal,4532801852680290,4342
519,Venmo,4871435618116030,9988
520,Debit Card,4950738055307740,1356
521,Debit Card,4055228663481300,7946
522,PayPal,4011156698226640,1059
523,Venmo,4365110825813400,9107
524,PayPal,4162380986929090,38
525,Debit Card,4307119222080510,6758
526,Debit Card,4544905537265110,9952
527,PayPal,4388439148287880,5818
528,Credit Card,4780933348639090,7677
529,Debit Card,4840401077062840,3218
530,Debit Card,4540636462640700,3296
531,Venmo,4529835345517520,8868
532,Credit Card,4050347250349110,8648
533,PayPal,4833291218818650,6025
534,PayPal,4103321179279870,8862
535,PayPal,4083790480588420,792
536,Credit Card,4843418378468800,643
537,Credit Card,4564550363830510,8533
538,Credit Card,4691221453353660,8991
539,Venmo,4313986239367140,3512
540,Credit Card,4299063267935070,3362
541,PayPal,4694921631789100,1166
542,Debit Card,4587626208020230,1554
543,PayPal,4570051792316030,7476
544,Venmo,4416762322100220,6170
545,PayPal,4395208112603990,98
546,PayPal,4664669413576090,2507
547,Venmo,4799863746441000,2716
548,PayPal,4773360074262810,6048
549,Credit Card,4556737026562510,9713
550,PayPal,4708424456459230,2107
551,PayPal,4863547513649480,8203
552,PayPal,4774485025082370,3994
553,Venmo,4762342419725230,131
554,Debit Card,4524665791394760,702
555,PayPal,4325846681112970,7965
556,Venmo,4756170867587090,1457
557,Debit Card,4044629442978020,3949
558,PayPal,4151134233419850,5468
559,Debit Card,4080284144951310,8585
560,PayPal,4811831916785340,8352
561,Credit Card,4713167614685600,8286
562,PayPal,4764836905367760,6453
563,Debit Card,4241547006451900,2885
564,Credit Card,4435565843953450,711
565,PayPal,4693392207454240,9183
566,Credit Card,4291859363442380,8853
567,Credit Card,4231784965484710,8871
568,Debit Card,4944826465900070,9178
569,PayPal,4887376350446830,5488
570,PayPal,4302361308428560,8597
571,PayPal,4882019655610290,1368
572,Debit Card,4173830517569830,9143
573,Credit Card,4040268738981190,8435
574,PayPal,4504873783165770,9956
575,Debit Card,4671620288021160,6132
576,Venmo,4113632062013850,9603
577,Credit Card,4476075376966070,1322
578,Credit Card,4041710521925720,7213
579,Venmo,4936808719477760,2711
580,PayPal,4015618640591680,549
581,Credit Card,4852595520154430,929
582,Debit Card,4831251165935820,7169
583,Venmo,4993414841413590,2814
584,PayPal,4972253916737470,8096
585,PayPal,4777706126445550,8598
586,Credit Card,4403050389856860,5705
587,Debit Card,4639611301414610,5567
588,Debit Card,4142211092519280,2418
589,PayPal,4727820602053650,4273
590,Venmo,4028170796758960,9511
591,PayPal,4431113554010720,9636
592,Venmo,4596612728974540,6062
593,Debit Card,4214231451169320,1234
594,Credit Card,4459834381585950,3621
595,Venmo,4454340418111930,4932
596,Debit Card,4228912008823400,9230
597,Credit Card,4554178836678470,2699
598,Credit Card,4268431102259070,6451
599,Debit Card,4062286656885440,3364
600,Debit Card,4293021177195120,4217
601,Debit Card,4920869664799060,4085
602,PayPal,4580119966442330,6658
603,Credit Card,4183367912117280,8945
604,Debit Card,4912613437041640,3362
605,Debit Card,4570305183391780,6258
606,Debit Card,4009701767183570,334
607,Debit Card,4365255849139690,2450
608,PayPal,4339094379807450,3561
609,PayPal,4272657280145420,5844
610,Credit Card,4716139440644770,2802
611,Credit Card,4673728926435910,4757
612,Venmo,4826559573894650,5709
613,Venmo,4012067052115840,8347
614,PayPal,4803046013479620,6590
615,Debit Card,4930822377203410,6064
616,PayPal,4739125736667180,9268
617,PayPal,4961121497429610,8667
618,Venmo,4736656411905430,6039
619,Venmo,4547068884394640,5211
620,Venmo,4909341968522090,551
621,Credit Card,4584897350105980,1452
622,Venmo,4060244055442870,9439
623,Debit Card,4379378375509050,4503
624,Debit Card,4325959479082260,8317
625,Debit Card,4484343903106710,633
626,Credit Card,4446639046485500,1594
627,Venmo,4629114651838290,623
628,PayPal,4945157065762650,1771
629,Credit Card,4249909142893340,3494
630,Credit Card,4049449195200990,3270
631,Venmo,4784182819648410,1510
632,Venmo,4791390871966380,4180
633,PayPal,4163696574826540,9684
634,Credit Card,4188781708740270,9127
635,Debit Card,4004450608779030,2381
636,Venmo,4542357020092490,9972
637,Credit Card,4062073290747600,9647
638,Debit Card,4638707460275740,2399
639,Credit Card,4151583372337940,1489
640,PayPal,4477125566862500,4389
641,Venmo,4050531583216900,181
642,Venmo,4171405717946150,2855
643,Debit Card,4872381374623610,7656
644,Debit Card,4007325429817830,2575
645,Venmo,4048740500242270,7026
646,Credit Card,4556872552959730,4401
647,Debit Card,4758965033714900,7137
648,Debit Card,4008329325160910,9301
649,Debit Card,4336105600155190,5695
650,PayPal,4917270964205840,17
651,Venmo,4629661981154280,6959
652,Venmo,4820708825278590,1456
653,Credit Card,4366788563677850,2129
654,Credit Card,4191446826986740,4712
655,Debit Card,4401207390380820,5500
656,PayPal,4101799274957010,2886
657,PayPal,4128020522256840,4179
658,Debit Card,4477829264686470,1651
659,Venmo,4855877185234000,8816
660,PayPal,4673035433998960,5213
661,Credit Card,4226676620825930,3394
662,Credit Card,4192879934572170,2684
663,Venmo,4846431128845300,2950
664,Debit Card,4130788002829900,8853
665,Venmo,4706461334958590,4151
666,Venmo,4307450971018880,2121
667,PayPal,4127250827170760,8310
668,Venmo,4266752540829460,5609
669,Debit Card,4321687238101450,3781
670,PayPal,4404856164776420,1814
671,Credit Card,4051815585434900,2106
672,PayPal,4278511785547810,7937
673,Venmo,4623512893335180,3008
674,Credit Card,4942155984784290,6327
675,Credit Card,4834666665941070,8751
676,Debit Card,4341713288013570,276
677,Venmo,4750637849053570,747
678,PayPal,4890101780991240,9310
679,Credit Card,4940268244189300,6198
680,Venmo,4362374032013530,4661
681,Debit Card,4258836241530270,1133
682,Venmo,4877380222530190,6063
683,PayPal,4431681813274430,8231
684,PayPal,4631144643005430,6255
685,Debit Card,4672342522645620,3493
686,Venmo,4071243788284150,2717
687,Debit Card,4788727440719580,8879
688,Debit Card,4660935471423920,4414
689,Credit Card,4694986243797680,7889
690,PayPal,4289309305639480,9457
691,Venmo,4788314294656300,5331
692,Venmo,4705127595038560,1421
693,Venmo,4180105595764000,9881
694,Debit Card,4256250969014110,3786
695,Credit Card,4528879846652300,2
696,Debit Card,4325662031296720,4128
697,Venmo,4025651529013540,8166
698,Credit Card,4494310062009610,9940
699,Debit Card,4576385479271730,715
700,Venmo,4908620511059910,3390
701,Credit Card,4134528307789960,7892
702,Venmo,4067988893125300,2277
703,Venmo,4511073538148640,363
704,Credit Card,4209481814678800,2420
705,Credit Card,4460097947960490,602
706,PayPal,4290991622316310,3686
707,Credit Card,4862199242223410,3894
708,Venmo,4851057628450600,7955
709,PayPal,4942909563892140,9008
710,Debit Card,4547419912895390,4904
711,Venmo,4532208230573430,919
712,Credit Card,4194182589575880,7475
713,PayPal,4837097148741820,1097
714,Debit Card,4579427122501540,6982
715,Credit Card,4332338563793380,6907
716,Debit Card,4154553145761170,1637
717,PayPal,4523522300149860,3407
718,PayPal,4949979289751450,7104
719,PayPal,4178383773375430,4490
720,Credit Card,4348680521914830,3529
721,Debit Card,4411620970437590,7781
722,Venmo,4902067236466870,7447
723,Debit Card,4828361257718700,9171
724,Venmo,4417742747321560,5418
725,PayPal,4943046465406410,9347
726,Credit Card,4504659006822690,7836
727,Venmo,4783088241384680,454
728,Venmo,4500192108970900,9237
729,Debit Card,4027583372119340,6045
730,Debit Card,4800876990196170,5583
731,PayPal,4116175615206760,267
732,PayPal,4602293432735760,9215
733,Credit Card,4465440160017620,1634
734,Credit Card,4655330288182850,97
735,PayPal,4551706753841340,5437
736,Venmo,4050339947713770,3783
737,Debit Card,4039910962414100,4775
738,Venmo,4135226790716120,5562
739,PayPal,4065877813122870,9919
740,Venmo,4299113151844880,9184
741,Venmo,4000529819734880,6533
742,Debit Card,4553836162384970,2359
743,Credit Card,4653132349911090,5518
744,Venmo,4118223840518960,9016
745,Venmo,4599223347545070,7427
746,Venmo,4755069217975990,6724
747,Venmo,4667831731514470,6915
748,PayPal,4581291347136910,2410
749,PayPal,4190601037042130,3036
750,Venmo,4824385143395190,8613
751,Venmo,4329260342574180,7937
752,Credit Card,4342488714614350,8456
753,Venmo,4162404608909160,4074
754,Venmo,4173932729122080,9726
755,Debit Card,4560772708529960,1242
756,Credit Card,4400801762625850,6059
757,Venmo,4623271064648220,2846
758,Debit Card,4868777716705580,7222
759,Debit Card,4323146876146270,2836
760,Venmo,4924420060496170,6490
761,Credit Card,4342347090865570,3046
762,Credit Card,4136263383663920,3770
763,Venmo,4997716704910710,6178
764,Venmo,4735998613727610,561
765,Debit Card,4908924273078960,3962
766,Venmo,4231996353555590,1275
767,Venmo,4176613638309290,8025
768,Credit Card,4744098700960310,3561
769,Venmo,4460148981159180,3319
770,Debit Card,4223646118987300,3880
771,Credit Card,4425455594001030,9611
772,PayPal,4946937529309800,8895
773,Debit Card,4610991912544330,5266
774,PayPal,4797690599480880,5639
775,Debit Card,4198079429558620,2289
776,Venmo,4631645707742000,5688
777,Credit Card,4413046544277970,1256
778,Debit Card,4894436558051400,9656
779,Venmo,4103420354928560,6333
780,Venmo,4045552487102460,6547
781,Credit Card,4267357354167450,1974
782,Debit Card,4833088504011580,8404
783,Credit Card,4151400071558480,5238
784,Debit Card,4125589046441770,9130
785,PayPal,4721362557223130,7868
786,PayPal,4601334766966310,9456
787,Venmo,4437693026460700,5576
788,Debit Card,4837719848173030,9208
789,PayPal,4991167974486260,4341
790,Debit Card,4152865557759100,6915
791,Venmo,4966497841599450,4213
792,PayPal,4300383042402190,3511
793,Debit Card,4867752128366530,5191
794,Venmo,4881432100750280,6454
795,Credit Card,4955949012925240,541
796,Venmo,4144240942620830,7786
797,Venmo,4389335163788590,4512
798,Credit Card,4921502277053700,1088
799,Venmo,4022561787990040,1254
800,PayPal,4495111719222100,9238
801,Credit Card,4292027098696560,2943
